housing_median_age,population,median_income,ocean_proximity,median_house_value,population_per_households,rooms_per_household,bed_rooms_per_household,population_per_bedrooms,rooms_per_bedrooms
48,834.0,2.9306,Non-Coastal,67900,2.0592592592592593,5.083950617283951,0.9580246913580247,2.149484536082474,5.306701030927835
51,1284.0,2.2029,Non-Coastal,54200,3.0140845070422535,5.678403755868545,1.1408450704225352,2.6419753086419755,4.977366255144033
52,855.0,1.7636,Non-Coastal,55100,2.4220963172804533,5.175637393767706,1.0084985835694051,2.401685393258427,5.132022471910112
41,1107.0,1.8971,Non-Coastal,66900,2.952,5.261333333333333,1.064,2.774436090225564,4.9448621553884715
46,924.0,1.4028,Non-Coastal,68500,1.7047970479704797,4.047970479704797,1.0387453874538746,1.641207815275311,3.8969804618117228
52,764.0,1.6429,Non-Coastal,69200,1.958974358974359,4.751282051282051,1.1205128205128205,1.7482837528604118,4.240274599542334
52,1156.0,1.7298,Non-Coastal,58400,2.7655502392344498,4.277511961722488,1.0741626794258374,2.574610244988864,3.9821826280623607
52,1049.0,2.4375,Non-Coastal,57100,2.9383753501400562,5.019607843137255,0.9859943977591037,2.9801136363636362,5.090909090909091
52,832.0,2.3952,Non-Coastal,78400,2.0492610837438425,5.477832512315271,1.0295566502463054,1.9904306220095693,5.320574162679426
52,635.0,1.175,Non-Coastal,56100,2.6569037656903767,4.958158995815899,1.0878661087866108,2.4423076923076925,4.5576923076923075
52,530.0,1.0,Non-Coastal,45000,5.520833333333333,3.9270833333333335,1.0104166666666667,5.463917525773196,3.88659793814433
46,1368.0,1.5273,Non-Coastal,59000,2.4827586206896552,4.764065335753176,1.0762250453720508,2.3069139966273187,4.4266441821247895
52,1361.0,2.1055,Non-Coastal,61300,2.9268817204301074,5.178494623655914,1.070967741935484,2.7329317269076303,4.835341365461847
47,949.0,1.7344,Non-Coastal,51300,2.92,4.384615384615385,0.9938461538461538,2.9380804953560373,4.411764705882353
49,982.0,1.2937,Non-Coastal,52000,3.5323741007194243,4.226618705035971,1.10431654676259,3.198697068403909,3.8273615635179152
43,1925.0,1.4635,Non-Coastal,46600,4.335585585585585,4.662162162162162,1.1531531531531531,3.759765625,4.04296875
50,1063.0,1.75,Non-Coastal,49800,3.108187134502924,3.926900584795322,0.9415204678362573,3.301242236024845,4.170807453416149
23,3786.0,1.4766,Non-Coastal,50600,4.128680479825518,4.143947655398037,1.0937840785169028,3.774675972083749,3.7886340977068795
35,1407.0,2.19,Non-Coastal,53400,3.683246073298429,4.206806282722513,1.0026178010471205,3.6736292428198434,4.195822454308094
41,1567.0,1.2545,Non-Coastal,45500,4.281420765027322,4.306010928961749,1.139344262295082,3.7577937649880098,3.7793764988009593
40,2219.0,1.2101,Non-Coastal,49100,4.394059405940594,3.978217821782178,1.0277227722772277,4.2755298651252405,3.8709055876685934
43,781.0,1.869,Non-Coastal,56000,2.8713235294117645,5.966911764705882,1.0808823529411764,2.6564625850340136,5.520408163265306
43,1492.0,1.5174,Non-Coastal,54600,3.5355450236966823,4.609004739336493,0.9786729857819905,3.612590799031477,4.709443099273607
35,1676.0,1.6548,Non-Coastal,49400,3.4844074844074844,4.879417879417879,1.0935550935550935,3.1863117870722433,4.461977186311787
52,1194.0,1.3029,Non-Coastal,69100,2.689189189189189,4.813063063063063,1.009009009009009,2.6651785714285716,4.770089285714286
50,811.0,1.8667,Non-Coastal,62800,2.886120996441281,4.715302491103203,0.99644128113879,2.8964285714285714,4.732142857142857
51,729.0,3.3125,Non-Coastal,70100,2.892857142857143,5.76984126984127,0.9325396825396826,3.1021276595744682,6.187234042553191
44,1680.0,1.7083,Non-Coastal,48300,4.019138755980861,4.349282296650718,0.9856459330143541,4.077669902912621,4.412621359223301
39,2031.0,1.8641,Non-Coastal,50800,4.136456211812627,4.547861507128309,1.1466395112016294,3.6074600355239785,3.9662522202486676
47,1042.0,2.9545,Non-Coastal,59600,2.624685138539043,5.632241813602015,1.0528967254408061,2.492822966507177,5.349282296650718
39,4573.660000000004,1.2065,Non-Coastal,55600,4.286466729147145,4.585754451733833,1.134020618556701,3.779884297520665,4.0438016528925615
39,1098.0,1.8958,Non-Coastal,51300,3.164265129682997,5.014409221902017,1.0115273775216138,3.128205128205128,4.957264957264957
50,852.0,1.9955,Non-Coastal,54200,2.8686868686868685,5.101010101010101,0.98989898989899,2.8979591836734695,5.153061224489796
49,1290.0,2.5111,Non-Coastal,55400,2.7044025157232703,4.886792452830188,0.9643605870020965,2.8043478260869565,5.067391304347826
42,1621.0,1.7994,Non-Coastal,58700,3.7009132420091326,4.7785388127853885,1.0730593607305936,3.448936170212766,4.453191489361702
36,842.0,1.4766,Non-Coastal,52800,3.8447488584474887,4.164383561643835,0.9863013698630136,3.8981481481481484,4.222222222222222
29,1887.0,1.4107,Non-Coastal,59800,3.8588957055214723,4.247443762781186,1.0715746421267893,3.601145038167939,3.963740458015267
32,2002.0,1.3278,Non-Coastal,44500,4.259574468085106,4.408510638297872,1.0574468085106383,4.028169014084507,4.169014084507042
23,3573.0,2.3006,Non-Coastal,69000,2.835714285714286,5.0817460317460315,0.34523809523809523,8.213793103448277,14.719540229885057
11,2190.0,2.6611,Non-Coastal,74700,2.4662162162162162,5.441441441441442,1.1182432432432432,2.205438066465257,4.866062437059416
30,886.0,3.1,Non-Coastal,71300,2.8488745980707395,4.977491961414791,0.9067524115755627,3.141843971631206,5.48936170212766
27,869.0,3.9514,Non-Coastal,86900,2.578635014836795,5.017804154302671,0.8367952522255193,3.0815602836879434,5.99645390070922
14,4573.660000000004,1.6073,Non-Coastal,64700,3.1872195121951252,4.321951219512195,1.0808362369337978,2.948845905867185,3.998710509348807
39,901.0,3.1719,Non-Coastal,67900,2.9735973597359737,5.759075907590759,1.0594059405940595,2.8068535825545173,5.43613707165109
11,1819.0,2.4956,Non-Coastal,87500,2.488372093023256,4.960328317373461,1.0656634746922025,2.335044929396662,4.654685494223363
18,4476.0,2.4728,Non-Coastal,88300,2.956406869220608,5.3494055482166445,1.1030383091149274,2.680239520958084,4.849700598802396
28,1392.0,2.3108,Non-Coastal,72000,2.671785028790787,5.134357005758157,1.0115163147792707,2.6413662239089186,5.075901328273245
34,888.0,3.8088,Non-Coastal,87700,2.828025477707006,5.630573248407643,0.964968152866242,2.9306930693069306,5.8349834983498345
34,966.0,3.6681,Non-Coastal,82000,2.72112676056338,5.326760563380281,0.9098591549295775,2.9907120743034055,5.854489164086687
11,2487.0,2.1461,Non-Coastal,75900,2.0008045052292838,4.112630732099759,1.1134352373290426,1.7969653179190752,3.69364161849711
15,1197.0,3.1417,Non-Coastal,74600,2.347058823529412,4.658823529411765,1.0549019607843138,2.224907063197026,4.41635687732342
16,1338.0,2.1653,Non-Coastal,78800,2.583011583011583,4.625482625482626,1.0154440154440154,2.543726235741445,4.555133079847908
15,1340.0,3.1953,Non-Coastal,85700,2.2789115646258504,5.178571428571429,1.1717687074829932,1.9448476052249637,4.419448476052249
17,1259.0,3.9338,Non-Coastal,84700,3.430517711171662,5.602179836512262,0.997275204359673,3.439890710382514,5.617486338797814
17,861.0,3.25,Non-Coastal,81400,2.938566552901024,4.829351535836177,0.9112627986348123,3.2247191011235956,5.299625468164794
9,662.0,2.0536,Non-Coastal,55000,2.3309859154929575,3.9507042253521125,1.0211267605633803,2.282758620689655,3.8689655172413793
31,1186.0,2.6932,Non-Coastal,66400,3.2944444444444443,4.85,0.8916666666666667,3.694704049844237,5.4392523364485985
25,646.0,3.0,Non-Coastal,72800,3.891566265060241,5.271084337349397,0.9397590361445783,4.141025641025641,5.608974358974359
23,1047.0,2.625,Non-Coastal,71500,2.3266666666666667,4.728888888888889,0.9822222222222222,2.3687782805429864,4.8144796380090495
24,781.0,3.7578,Non-Coastal,69200,3.003846153846154,5.061538461538461,0.9576923076923077,3.1365461847389557,5.285140562248996
15,1194.0,2.6767,Non-Coastal,87500,2.4771784232365146,4.512448132780083,1.170124481327801,2.117021276595745,3.856382978723404
24,2362.0,2.9406,Non-Coastal,73000,2.7401392111368907,5.1160092807424595,1.0893271461716938,2.5154419595314166,4.696485623003195
30,1375.0,2.5737,Non-Coastal,76900,2.6544401544401546,4.685328185328185,0.9305019305019305,2.8526970954356847,5.035269709543568
32,1005.0,2.6726,Non-Coastal,70400,2.563775510204082,5.005102040816326,1.0178571428571428,2.518796992481203,4.917293233082707
35,474.0,2.4405,Non-Coastal,74300,1.9586776859504131,4.6652892561983474,0.9090909090909091,2.1545454545454548,5.131818181818182
33,508.0,2.3333,Non-Coastal,81300,2.5656565656565657,5.782828282828283,0.9949494949494949,2.5786802030456855,5.812182741116751
27,2254.0,2.2467,Non-Coastal,70700,2.5555555555555554,4.590702947845805,1.0736961451247165,2.3801478352692715,4.275607180570222
36,1227.0,2.785,Non-Coastal,72300,2.588607594936709,5.289029535864979,0.9831223628691983,2.633047210300429,5.379828326180258
38,2142.0,2.1439,Non-Coastal,60200,2.625,4.661764705882353,0.9975490196078431,2.6314496314496316,4.673218673218673
38,1441.0,2.0564,Non-Coastal,64700,2.3056,4.904,1.0528,2.189969604863222,4.6580547112462005
36,1994.0,2.5434,Non-Coastal,67300,2.5368956743002546,4.600508905852418,0.9910941475826972,2.5596919127086006,4.641848523748395
40,609.0,1.9375,Non-Coastal,67700,2.0574324324324325,4.766891891891892,0.9594594594594594,2.1443661971830985,4.96830985915493
29,2669.0,1.2176,Non-Coastal,61900,4.074809160305343,3.899236641221374,1.0763358778625953,3.7858156028368795,3.622695035460993
45,666.0,2.3562,Non-Coastal,58100,2.775,5.479166666666667,1.0666666666666667,2.6015625,5.13671875
37,1143.0,1.9784,Non-Coastal,70700,2.6095890410958904,4.988584474885845,1.038812785388128,2.512087912087912,4.802197802197802
30,1000.0,2.0357,Non-Coastal,60200,2.5188916876574305,4.055415617128464,1.0327455919395465,2.4390243902439024,3.926829268292683
52,1114.0,3.8105,Non-Coastal,87600,2.292181069958848,6.098765432098766,1.0534979423868314,2.17578125,5.7890625
50,737.0,2.2614,Non-Coastal,73000,2.1804733727810652,5.378698224852071,1.106508875739645,1.9705882352941178,4.86096256684492
41,1129.0,2.319,Non-Coastal,59100,2.720481927710843,5.366265060240964,1.1132530120481927,2.4437229437229435,4.82034632034632
43,1144.0,2.3967,Non-Coastal,58700,2.4288747346072186,4.932059447983015,1.0658174097664543,2.2788844621513946,4.627490039840637
52,839.0,3.5972,Non-Coastal,89900,2.2861035422343323,6.215258855585831,1.0108991825613078,2.261455525606469,6.1482479784366575
49,705.0,3.15,Non-Coastal,72200,2.35,5.83,1.0466666666666666,2.245222929936306,5.570063694267516
48,741.0,2.5804,Non-Coastal,78900,2.2386706948640485,5.453172205438066,0.9939577039274925,2.2522796352583585,5.486322188449848
43,890.0,3.4265,Non-Coastal,85000,2.3733333333333335,6.242666666666667,1.0533333333333332,2.2531645569620253,5.926582278481012
37,796.0,3.625,Non-Coastal,83400,2.3761194029850747,5.865671641791045,1.0865671641791044,2.1868131868131866,5.398351648351649
36,812.0,2.6127,Non-Coastal,69600,2.879432624113475,4.858156028368795,1.024822695035461,2.809688581314879,4.740484429065744
41,646.0,3.0568,Non-Coastal,71300,2.1824324324324325,4.868243243243243,0.9256756756756757,2.3576642335766422,5.259124087591241
36,1117.0,2.9081,Non-Coastal,65600,2.5271493212669682,5.095022624434389,1.0588235294117647,2.3867521367521367,4.811965811965812
32,1705.0,2.4286,Non-Coastal,68100,2.991228070175439,5.029824561403509,1.0789473684210527,2.772357723577236,4.661788617886179
23,1190.0,2.625,Non-Coastal,71600,2.8,5.101176470588236,1.183529411764706,2.3658051689860833,4.31013916500994
30,1660.0,2.8359,Non-Coastal,80300,2.5978090766823163,4.948356807511737,1.001564945226917,2.59375,4.940625
8,1718.0,3.6522,Non-Coastal,80200,3.117967332123412,5.217785843920145,0.9945553539019963,3.1350364963503647,5.2463503649635035
7,1014.0,3.0938,Non-Coastal,76700,2.6066838046272496,4.966580976863753,1.077120822622108,2.420047732696897,4.610978520286396
5,2179.0,3.7821,Non-Coastal,80400,3.139769452449568,5.505763688760807,1.015850144092219,3.0907801418439718,5.4198581560283685
4,3406.0,3.4213,Non-Coastal,84500,3.054708520179372,5.472645739910314,0.9991031390134529,3.0574506283662477,5.477558348294434
8,1454.0,2.7857,Non-Coastal,79700,2.6678899082568805,5.680733944954128,1.255045871559633,2.125730994152047,4.526315789473684
7,1274.0,2.9853,Non-Coastal,74700,2.55310621242485,4.472945891783567,0.9819639278557114,2.6,4.555102040816327
9,620.0,2.0446,Non-Coastal,81300,2.1908127208480566,4.035335689045937,1.1095406360424027,1.9745222929936306,3.6369426751592355
27,847.0,2.9315,Non-Coastal,83200,2.871186440677966,5.11864406779661,1.1661016949152543,2.4622093023255816,4.3895348837209305
10,845.0,1.8214,Non-Coastal,80100,2.3870056497175143,5.838983050847458,1.271186440677966,1.8777777777777778,4.593333333333334
24,608.0,2.8194,Non-Coastal,81100,2.533333333333333,4.7625,1.0208333333333333,2.4816326530612245,4.66530612244898
34,919.0,2.875,Non-Coastal,74500,2.9082278481012658,5.218354430379747,1.0221518987341771,2.845201238390093,5.105263157894737
22,1066.0,3.3125,Non-Coastal,106100,3.341692789968652,6.175548589341693,1.0407523510971788,3.210843373493976,5.933734939759036
17,1152.0,4.1719,Non-Coastal,126400,3.680511182108626,6.348242811501597,1.0702875399361023,3.4388059701492537,5.931343283582089
18,702.0,3.6204,Non-Coastal,119800,3.0521739130434784,6.182608695652174,1.0565217391304347,2.888888888888889,5.851851851851852
38,928.0,2.9808,Non-Coastal,89600,3.6392156862745098,5.670588235294118,1.1176470588235294,3.256140350877193,5.073684210526316
20,1093.0,2.3194,Non-Coastal,90600,3.619205298013245,5.7781456953642385,1.1523178807947019,3.1408045977011496,5.014367816091954
19,1341.0,1.7,Non-Coastal,69000,3.725,5.611111111111111,1.1555555555555554,3.2235576923076925,4.855769230769231
26,896.0,3.4861,Non-Coastal,112500,3.4461538461538463,5.588461538461538,0.9653846153846154,3.5697211155378485,5.788844621513944
33,1168.0,2.6852,Non-Coastal,70800,3.2625698324022347,5.312849162011173,1.0335195530726258,3.156756756756757,5.140540540540541
14,2298.0,1.6168,Non-Coastal,71800,3.187239944521498,4.413314840499306,1.0124826629680999,3.147945205479452,4.358904109589041
24,1559.0,1.8299,Non-Coastal,57800,4.168449197860962,5.24331550802139,1.1283422459893049,3.6943127962085307,4.6469194312796205
22,820.0,3.6,Non-Coastal,83200,2.971014492753623,4.851449275362318,0.9094202898550725,3.266932270916335,5.334661354581673
32,736.0,1.8,Non-Coastal,60400,2.9558232931726907,3.9397590361445785,0.9518072289156626,3.1054852320675104,4.139240506329114
19,1295.0,3.087,Non-Coastal,88200,2.9365079365079363,5.956916099773243,1.1383219954648527,2.5796812749003983,5.233067729083666
30,620.0,3.4297,Non-Coastal,112500,3.1155778894472363,6.1959798994974875,1.0753768844221105,2.897196261682243,5.761682242990654
45,598.0,3.2813,Non-Coastal,105400,2.794392523364486,5.934579439252336,1.1308411214953271,2.4710743801652892,5.24793388429752
25,1050.0,2.1618,Non-Coastal,55300,4.285714285714286,5.183673469387755,1.0408163265306123,4.117647058823529,4.980392156862745
48,671.0,2.7917,Non-Coastal,82800,3.2259615384615383,6.447115384615385,1.1490384615384615,2.807531380753138,5.610878661087866
29,1072.0,3.8056,Non-Coastal,165400,3.1072463768115943,6.391304347826087,1.0608695652173914,2.92896174863388,6.024590163934426
30,1435.0,1.3221,Non-Coastal,61200,3.376470588235294,5.383529411764706,1.1152941176470588,3.0274261603375527,4.827004219409282
8,1111.0,7.5,Non-Coastal,256200,2.826972010178117,6.564885496183206,0.9465648854961832,2.986559139784946,6.935483870967742
4,2088.0,5.1781,Non-Coastal,122500,2.6463878326996197,6.1254752851711025,0.9936628643852978,2.663265306122449,6.1645408163265305
15,1080.0,6.7181,Non-Coastal,160300,3.033707865168539,7.199438202247191,0.9410112359550562,3.2238805970149254,7.650746268656716
11,1101.0,4.8036,Non-Coastal,141600,2.7185185185185183,6.165432098765432,1.054320987654321,2.578454332552693,5.847775175644028
12,675.0,4.7622,Non-Coastal,89300,3.0269058295964126,6.672645739910314,1.1345291479820627,2.6679841897233203,5.881422924901186
9,1691.0,3.3239,Non-Coastal,91300,2.375,5.610955056179775,1.0926966292134832,2.173521850899743,5.134961439588689
15,638.0,5.5842,Non-Coastal,88900,3.2717948717948717,7.112820512820512,1.2102564102564102,2.7033898305084745,5.877118644067797
16,887.0,5.5405,Non-Coastal,119300,3.1013986013986012,6.475524475524476,0.958041958041958,3.2372262773722627,6.759124087591241
2,1730.0,4.2132,Non-Coastal,96500,2.6452599388379205,6.200305810397554,1.1238532110091743,2.3537414965986394,5.517006802721088
4,1804.0,3.3942,Non-Coastal,72100,2.15531660692951,5.412186379928316,1.2783751493428912,1.685981308411215,4.233644859813084
6,969.0,4.6726,Non-Coastal,107800,2.9363636363636365,5.7303030303030305,1.0333333333333334,2.841642228739003,5.545454545454546
15,1011.0,3.755,Non-Coastal,68000,3.1107692307692307,5.363076923076923,0.9538461538461539,3.261290322580645,5.622580645161291
14,1031.0,3.6563,Non-Coastal,88800,3.315112540192926,6.032154340836013,1.0418006430868167,3.182098765432099,5.790123456790123
14,2300.0,2.9565,Non-Coastal,73000,2.6528258362168398,4.817762399077278,1.0542099192618224,2.516411378555799,4.570021881838074
18,1196.0,2.5595,Non-Coastal,67900,2.5665236051502145,5.44206008583691,1.1072961373390557,2.317829457364341,4.9147286821705425
8,1424.0,8.946750000000016,Non-Coastal,345900,2.997894736842105,7.981052631578947,1.0252631578947369,2.924024640657084,7.784394250513347
12,840.0,8.946750000000016,Non-Coastal,213900,2.7540983606557377,7.449180327868852,0.9967213114754099,2.763157894736842,7.473684210526316
12,863.0,8.7716,Non-Coastal,229200,3.3449612403100777,9.286821705426357,1.124031007751938,2.975862068965517,8.26206896551724
17,700.0,6.8645,Non-Coastal,195900,2.661596958174905,8.642585551330798,1.1330798479087452,2.348993288590604,7.62751677852349
14,1128.0,6.9903,Non-Coastal,141200,3.1074380165289255,6.476584022038567,0.9393939393939394,3.30791788856305,6.894428152492669
14,1408.0,5.3241,Non-Coastal,123000,3.3286052009456264,7.049645390070922,0.9739952718676123,3.4174757281553396,7.237864077669903
17,987.0,7.4201,Non-Coastal,229700,2.726519337016575,8.320441988950277,1.12707182320442,2.4191176470588234,7.382352941176471
16,1016.0,6.1175,Non-Coastal,144700,2.6807387862796834,7.567282321899736,0.9920844327176781,2.702127659574468,7.627659574468085
17,996.0,5.5357,Non-Coastal,167700,2.821529745042493,7.951841359773371,1.065155807365439,2.648936170212766,7.465425531914893
14,365.0,7.2909,Non-Coastal,155600,2.0738636363636362,6.176136363636363,0.9375,2.212121212121212,6.587878787878788
28,752.0,5.2809,Non-Coastal,151500,2.278787878787879,6.872727272727273,1.018181818181818,2.238095238095238,6.75
25,1149.0,5.0698,Non-Coastal,150900,2.298,6.61,1.102,2.0852994555353903,5.998185117967332
18,937.0,7.7062,Non-Coastal,188300,2.5741758241758244,7.662087912087912,1.0384615384615385,2.4788359788359786,7.378306878306878
10,1200.0,8.3608,Non-Coastal,187300,3.3057851239669422,7.994490358126722,1.0,3.3057851239669422,7.994490358126722
7,1843.0,8.2737,Non-Coastal,193500,3.2793594306049823,7.364768683274021,0.9679715302491103,3.3878676470588234,7.608455882352941
8,711.0,5.9897,Non-Coastal,123600,2.8669354838709675,6.125,0.9435483870967742,3.0384615384615383,6.4914529914529915
15,848.0,5.3886,Non-Coastal,125300,3.0613718411552346,6.945848375451264,0.9458483754512635,3.236641221374046,7.343511450381679
15,891.0,3.2569,Non-Coastal,124400,2.357142857142857,5.444444444444445,1.08994708994709,2.162621359223301,4.995145631067961
7,2014.0,3.2147,Non-Coastal,111900,2.2156215621562154,5.398239823982398,1.1826182618261827,1.8734883720930233,4.564651162790698
12,292.0,2.8274,Non-Coastal,79500,1.7804878048780488,4.7682926829268295,1.0121951219512195,1.7590361445783131,4.710843373493976
8,1604.0,4.2071,Non-Coastal,128300,2.562300319488818,5.539936102236422,1.0782747603833867,2.3762962962962964,5.137777777777778
11,1765.0,1.9511,Non-Coastal,54000,3.274582560296846,4.816326530612245,1.1484230055658626,2.851373182552504,4.193861066235864
22,1543.0,1.7926,Non-Coastal,51700,3.9063291139240506,3.8708860759493673,0.9493670886075949,4.1146666666666665,4.077333333333334
7,2733.0,3.7656,Non-Coastal,145000,2.615311004784689,6.156937799043062,1.1492822966507177,2.2756036636136554,5.357202331390508
17,1174.0,4.2304,Non-Coastal,94400,2.9646464646464645,5.909090909090909,0.9343434343434344,3.172972972972973,6.324324324324325
7,1077.0,5.4868,Non-Coastal,158800,3.042372881355932,6.466101694915254,0.9661016949152542,3.1491228070175437,6.692982456140351
9,860.0,3.3229,Non-Coastal,119300,1.6538461538461537,4.5,1.0461538461538462,1.5808823529411764,4.301470588235294
19,2325.0,4.049,Non-Coastal,126000,2.096483318304779,6.121731289449955,1.0820559062218214,1.9375,5.6575
10,2712.0,5.6445,Non-Coastal,135500,3.0713476783691958,6.545866364665912,1.044167610419026,2.941431670281996,6.268980477223427
11,1328.0,2.3667,Non-Coastal,69300,2.198675496688742,4.559602649006623,1.0976821192052981,2.0030165912518854,4.153846153846154
25,1215.0,3.2143,Non-Coastal,93000,2.601713062098501,4.989293361884369,0.9892933618843683,2.6298701298701297,5.043290043290043
17,709.0,4.3315,Non-Coastal,95800,2.748062015503876,6.046511627906977,1.0116279069767442,2.7164750957854404,5.977011494252873
15,1232.0,2.2215,Non-Coastal,72200,1.9649122807017543,5.352472089314195,1.1068580542264752,1.7752161383285303,4.835734870317003
23,1852.0,3.4167,Non-Coastal,105200,2.309226932668329,5.433915211970075,1.0211970074812968,2.2612942612942613,5.321123321123321
22,1929.0,1.7708,Non-Coastal,53500,1.9866117404737385,4.367662203913492,1.1812564366632339,1.6817785527462947,3.697471665213601
24,2010.0,3.4542,Non-Coastal,121200,2.0468431771894093,5.475560081466395,1.0234215885947047,2.0,5.350248756218906
33,1324.0,5.4513,Non-Coastal,143300,2.3600713012477716,7.080213903743315,1.0588235294117647,2.228956228956229,6.686868686868687
43,725.0,6.3359,Non-Coastal,169300,2.353896103896104,6.334415584415584,0.935064935064935,2.517361111111111,6.774305555555555
38,777.0,6.1575,Non-Coastal,160100,2.4745222929936306,7.171974522292993,1.035031847133758,2.390769230769231,6.929230769230769
24,1586.0,3.8571,Non-Coastal,90100,2.1461434370771313,5.08254397834912,0.9215155615696887,2.328928046989721,5.515418502202643
33,528.0,2.9471,Non-Coastal,99500,2.112,6.68,1.024,2.0625,6.5234375
29,1242.0,3.5958,Non-Coastal,88800,2.3,5.196296296296296,1.0222222222222221,2.25,5.083333333333333
16,3407.0,3.125,Non-Coastal,80800,3.004409171075838,5.380070546737214,1.0582010582010581,2.839166666666667,5.0841666666666665
16,1508.0,3.4074,Non-Coastal,72700,3.1548117154811717,5.960251046025105,1.0585774058577406,2.9802371541501977,5.630434782608695
19,1463.0,2.0469,Non-Coastal,66900,2.0605633802816903,4.569014084507042,1.0929577464788733,1.8853092783505154,4.180412371134021
35,1054.0,3.3272,Non-Coastal,65600,2.856368563685637,5.073170731707317,0.983739837398374,2.9035812672176307,5.1570247933884295
35,933.0,2.5223,Non-Coastal,66200,2.6134453781512605,5.011204481792717,1.0,2.6134453781512605,5.011204481792717
24,2764.0,1.3385,Non-Coastal,58800,3.575679172056921,4.19404915912031,1.0284605433376455,3.476729559748428,4.077987421383648
21,1820.0,3.3447,Non-Coastal,71400,2.964169381107492,5.268729641693811,1.0553745928338762,2.808641975308642,4.992283950617284
24,2098.0,1.9575,Non-Coastal,67000,2.710594315245478,4.528423772609819,1.058139534883721,2.5616605616605614,4.2796092796092795
35,633.0,2.0324,Non-Coastal,55500,2.6375,4.216666666666667,1.0208333333333333,2.583673469387755,4.130612244897959
36,660.0,3.0,Non-Coastal,79700,2.214765100671141,5.5369127516778525,1.0503355704697988,2.108626198083067,5.271565495207668
36,761.0,2.6055,Non-Coastal,69200,2.393081761006289,4.9748427672955975,0.9842767295597484,2.4313099041533546,5.054313099041534
35,709.0,2.6522,Non-Coastal,65900,2.4115646258503403,5.01360544217687,0.9897959183673469,2.4364261168384878,5.065292096219931
18,3415.0,1.6854,Non-Coastal,64700,2.790032679738562,4.756535947712418,1.1756535947712419,2.3731758165392636,4.045865184155664
35,954.0,2.9506,Non-Coastal,73800,2.087527352297593,5.063457330415755,0.9693654266958425,2.1534988713318284,5.223476297968397
33,1806.0,1.9386,Non-Coastal,67500,2.3065134099616857,4.384418901660281,1.0025542784163475,2.300636942675159,4.373248407643312
38,1131.0,2.03,Non-Coastal,58800,2.7720588235294117,4.686274509803922,1.1176470588235294,2.4802631578947367,4.192982456140351
43,874.0,3.5542,Non-Coastal,96500,2.3,6.268421052631579,1.1342105263157896,2.02784222737819,5.526682134570765
39,1118.0,2.4167,Non-Coastal,71900,2.593967517401392,5.7331786542923435,1.0672853828306264,2.4304347826086956,5.371739130434783
45,471.0,5.187,Non-Coastal,153800,2.518716577540107,7.149732620320855,1.0,2.518716577540107,7.149732620320855
35,1155.0,3.069,Non-Coastal,69600,3.271954674220963,5.317280453257791,0.9291784702549575,3.5213414634146343,5.722560975609756
34,1243.0,1.8514,Non-Coastal,66500,2.8839907192575405,5.104408352668213,1.1438515081206497,2.5212981744421907,4.462474645030426
27,852.0,3.32,Non-Coastal,124700,1.8975501113585747,5.4832962138084635,1.0779510022271714,1.7603305785123966,5.086776859504132
33,494.0,4.25,Non-Coastal,132200,1.9448818897637796,5.751968503937008,1.0275590551181102,1.89272030651341,5.597701149425287
34,1141.0,3.2642,Non-Coastal,89600,2.427659574468085,5.7,0.9787234042553191,2.4804347826086954,5.823913043478261
31,959.0,2.3293,Non-Coastal,73400,2.0712742980561556,4.673866090712743,0.9848812095032398,2.1030701754385963,4.745614035087719
26,909.0,2.256,Non-Coastal,64500,2.354922279792746,4.404145077720207,1.0958549222797926,2.148936170212766,4.0189125295508275
19,960.0,1.5122,Non-Coastal,47500,2.4870466321243523,3.948186528497409,1.160621761658031,2.142857142857143,3.4017857142857144
33,966.0,2.9301,Non-Coastal,68300,2.3389830508474576,5.472154963680388,1.0653753026634383,2.1954545454545453,5.136363636363637
26,1976.0,2.1544,Non-Coastal,72800,2.3807228915662653,4.402409638554217,1.008433734939759,2.3608124253285543,4.365591397849462
30,2768.0,2.1383,Non-Coastal,78800,2.261437908496732,4.997549019607843,1.0866013071895424,2.081203007518797,4.599248120300752
27,1076.0,2.9937,Non-Coastal,81100,2.5437352245862885,5.33806146572104,1.0094562647754137,2.519906323185012,5.288056206088993
32,1261.0,3.3281,Non-Coastal,75100,2.594650205761317,5.067901234567901,0.9629629629629629,2.6944444444444446,5.262820512820513
28,1614.0,2.1573,Non-Coastal,71400,2.7263513513513513,4.826013513513513,1.0456081081081081,2.607431340872375,4.615508885298869
28,1981.0,2.293,Non-Coastal,71700,2.782303370786517,4.574438202247191,1.0561797752808988,2.6343085106382977,4.3311170212765955
29,1781.0,2.5893,Non-Coastal,70900,2.8912337662337664,5.672077922077922,1.0746753246753247,2.690332326283988,5.277945619335347
32,1507.0,2.9244,Non-Coastal,84600,2.3220338983050848,5.332819722650231,1.024653312788906,2.2661654135338347,5.204511278195489
34,1938.0,2.8994,Non-Coastal,66000,2.9953632148377127,5.295208655332303,0.9629057187017002,3.110754414125201,5.499197431781702
20,2795.0,2.2094,Non-Coastal,83700,2.205998421468035,4.9384372533543806,1.0623520126282557,2.0765230312035663,4.648588410104012
24,1827.0,2.7222,Non-Coastal,83100,2.541029207232267,5.212795549374131,1.070931849791377,2.3727272727272726,4.867532467532468
18,4573.660000000004,2.4678,Non-Coastal,74300,2.8928905755850756,5.599949399114497,1.0999367488931056,2.6300517538815438,5.091155836687762
